Height,Weight,Gender,Ethnicity,Salary
181.4190893444535,91.09053381793534,0.0,Irish,9878.031942006652
184.7513270045081,83.97251558519253,0.0,Irish,5858.4538777556145
181.3130595332837,85.06936456608106,0.0,Irish,17182.356954719166
169.87789937876948,64.78532617360145,0.0,Irish,33538.36337809802
185.33749106671183,107.19707382720902,0.0,Irish,68599.91210806696
182.12462200654807,100.64165872037229,0.0,Other White,24580.442842228975
175.241327352478,85.94577163132176,0.0,Irish,12674.567168870977
183.06782672937447,96.93806586727662,0.0,Irish,10048.911957145054
181.55200677330254,92.01210669797649,0.0,Irish,46571.58036850242
181.05892747658868,83.66177163575948,0.0,Black,112959.32113859113
179.19895568921058,98.97567451126037,0.0,Irish,28933.88781312263
182.82699090628714,86.09443453340847,0.0,Irish,6416.777579204253
173.84482139098833,85.91176095942038,0.0,Other White,8448.42062471483
177.85963036404863,81.27853244641102,0.0,Irish,109099.88186417826
175.62516481124015,93.74958071240856,0.0,Irish,26980.84477717555
183.1919234884424,88.20801948282612,0.0,Irish,3896.621433496732
179.27805475237162,94.65288713964682,0.0,Other White,20257.97469648198
176.95280274324438,83.12814300129364,0.0,Irish,6882.7532086563315
173.52664076350212,90.46827847111871,0.0,Irish,11739.469511397452
177.1996543156679,80.2772595657021,0.0,Irish,13520.930574770078
179.0569952636284,97.61464972370143,0.0,Irish,10793.362365326133
177.0707796629044,91.08035086980686,0.0,Irish,38306.637780699435
188.05844670078744,92.50571008135327,0.0,Irish,20679.828345386908
186.04707020714056,93.30503912970264,0.0,Irish,12216.81721749562
160.0218626472382,79.09242499846665,0.0,Irish,33177.85208965033
165.7769072782263,97.03180996144077,0.0,Irish,50506.398341092696
177.77659535561386,109.76702818342369,0.0,other,4259.796331418467
176.04466711896552,72.81557496764475,0.0,Unspecified,17039.16630859552
180.49550098249028,71.90588532845518,0.0,Irish,8260.601163537664
180.52125351715796,74.15168586135681,0.0,Irish,18524.413229430455
193.82487128535735,97.61458893454,0.0,Irish,6066.767791862298
171.21585466115403,90.48715657474068,0.0,Irish,22486.94941781616
176.356764950111,99.98342440739299,0.0,Irish,21207.586681041394
193.2994012524463,96.424308723075,0.0,Irish,16246.978776748843
183.52692097341293,91.30571812375281,0.0,Irish,7723.890716456446
183.64144360663383,92.04038145250371,0.0,Irish,14821.137785104313
175.40195539818777,87.50239502276865,0.0,Irish,7395.826238917846
167.46347380401042,97.8846021121151,0.0,Other White,5680.481355409999
180.1722532095592,77.90284038219245,0.0,Black,27578.33369742408
179.76309861475085,84.98141173821683,0.0,Irish,7263.739530904993
170.40853562028798,91.62938853098736,0.0,Irish,70990.12779239872
174.21741336753607,107.21420858449333,0.0,Irish,45097.750936356715
178.4956942419094,81.55535884279601,0.0,Irish,2987.4734451581767
172.38673863857457,78.40939540863059,0.0,Irish,28915.378754865793
178.31211022503447,83.56712801495962,0.0,Irish,7319.398067943679
179.66838119228618,98.89272201138164,0.0,Other White,22766.7682806168
179.2491036593884,86.84994493108175,0.0,Irish,23008.799128852916
175.45595839179978,102.44347019236957,0.0,Irish,3015.6486041176104
183.15623650250075,70.47470482393976,0.0,Irish,17440.972808901563
185.2381686799763,100.48523141900478,0.0,Other White,17055.19227485363
181.24593813196594,99.5486623992954,0.0,Irish,57641.64171027544
173.27238840826786,75.01334310198516,0.0,Irish,6758.47932659048
184.1215659864981,90.73581886535958,0.0,Other White,46075.742518783416
175.48991987073063,101.35757635194537,0.0,Irish,7339.509083123515
185.1541243280159,90.07919042309523,0.0,Irish,15814.920475426625
171.49748808185788,99.1970142215178,0.0,Irish,9504.558756350327
185.40127042190147,112.94886913317144,0.0,Irish,93782.28791086777
178.85955581769164,91.9393225459233,0.0,Irish,38879.13847594232
170.2587577676591,86.39617686057062,0.0,Irish,250629.8686389754
176.80270369623207,81.48947840180469,0.0,Irish,41852.90043794629
179.3787159514008,95.68064601544485,0.0,Irish,51276.75111107315
180.90953937415117,87.23269933642277,0.0,Irish,51056.23116919029
172.12468312541316,87.41253629205933,0.0,Irish,12008.721591732301
171.24838866984365,88.14740221584968,0.0,Irish,20536.756371456137
180.39709172992957,95.69869652585494,0.0,Irish,84998.49825640098
175.7327526818414,78.53660387835087,0.0,Irish,14815.796695369743
180.64853928211159,73.90123509329445,0.0,Irish,26603.53900687018
184.31663665734865,64.86123302851061,0.0,Asian,21563.91380910472
167.45848843554336,101.1867089939008,0.0,Irish,40506.4497229059
180.78071681562332,89.93793359583266,0.0,Irish,15292.094248500303
187.57252877275013,104.30119413122347,0.0,Irish,18913.63011514757
176.9173120894067,89.11043701889601,0.0,Black,28067.888073458747
173.32429791733702,81.77844544800823,0.0,Irish,24416.71306510675
184.26570679025716,93.97929298799656,0.0,Asian,9274.530383788911
180.774125613457,88.43411587062803,0.0,Irish,53948.385435705655
185.27118149544293,76.65813338026369,0.0,Irish,6012.036317881596
176.58349002964104,80.34933418549228,0.0,Irish,6626.847309769415
168.62727208394452,106.86779317484589,0.0,other,6108.937887728851
178.22992464702125,92.74350595323526,0.0,Asian,57928.93495761913
175.8792029289214,93.36386535030178,0.0,Irish,15357.997561307086
184.427266754333,86.43448281678988,0.0,Irish,8341.21043972312
180.35542993864007,82.30280436233909,0.0,Irish,7072.565793189447
167.58405537295428,98.11655815570934,0.0,Irish,33561.37521231099
170.6338584392776,88.15373547326308,0.0,Irish,7670.670717601194
185.18652325611077,81.6089188825207,0.0,Irish,6172.886217278384
183.75835512192492,87.85871480650452,0.0,Irish,40700.39442716491
174.5182964386406,80.14393983277648,0.0,Irish,6656.121741392635
178.99265842402903,91.10045838591112,0.0,Black,15955.547433997335
182.1190148764333,100.4922763006904,0.0,Irish,21878.03533242405
182.27883035093095,80.83914833856754,0.0,Irish,14110.361054450503
185.13369537280045,103.48544005170784,0.0,Black,20866.62013372785
180.79539939055093,82.52380051338542,0.0,Unspecified,84016.92108733878
178.3362016272205,90.7341216272394,0.0,Irish,13135.921390713627
177.18806354648507,80.83613474695812,0.0,Other White,6252.226011261774
186.39019960373275,86.97764833645665,0.0,Unspecified,3509.5892780280446
163.24402007445025,89.67404412494126,0.0,Asian,17947.998493629082
178.02941272436064,84.85315053826574,0.0,Irish,15486.794771857492
179.23100072788841,82.17112104427495,0.0,Unspecified,28712.587858459818
169.0225572739087,82.4211380933634,0.0,Other White,13846.051882783699
181.32969529196632,80.9884005074914,0.0,Irish travelers,13648.181072162595
174.44103291289625,73.49920007075572,0.0,Irish,10707.334491831123
185.03711357421022,86.57030388922541,0.0,Irish,13098.33271768097
178.12085541175972,93.21158209610138,0.0,Irish,25854.157696269598
183.68407268552616,98.2840192509275,0.0,Other White,15057.73772768374
187.53190523619855,95.67102728546105,0.0,Irish,24353.76782871498
181.6805070789943,113.77336522342424,0.0,Irish,147441.56400604264
172.86995199604007,92.38681635077842,0.0,Irish,35565.03071499028
168.39976957806752,84.63666106067983,0.0,Black,4554.678177255459
191.27368882261462,107.91634637016068,0.0,Irish,124682.97386939087
178.22095464768736,78.72781906405918,0.0,Irish,31188.676336548815
174.18004536655974,98.88477609522218,0.0,Irish,8591.99911330882
180.00979961642577,79.64855230275315,0.0,Irish,54559.59981305914
177.66012068662147,92.74111657601503,0.0,Irish,22418.809849830566
184.96499584948882,69.51603247762134,0.0,Irish,11905.80609155257
179.2374972770597,98.19273707650608,0.0,Irish,11690.023614995998
179.09624708532894,87.61752384728435,0.0,Irish,8156.481854840145
173.99794195276925,79.52318528275791,0.0,Black,23112.271379086375
182.28697669123244,105.9841903876216,0.0,Irish,64139.565164499225
171.76293294351512,96.85354683766121,0.0,Other White,15913.894924281114
183.66122607834777,89.65807835779376,0.0,Irish,33551.073035285626
189.6675625909309,81.74556611209873,0.0,Irish,143723.4223801209
168.32719773330592,88.76637409838247,0.0,Irish,6538.148935610285
161.73639538054078,87.56071237044804,0.0,Unspecified,28496.09456111373
183.31815128608022,96.44776493541093,0.0,Irish,16212.909282002081
196.8352847083819,97.18075181159793,0.0,Irish,7636.876016478579
171.99352605789676,82.52243620237267,0.0,Irish,7896.325475485784
170.24512968838607,83.70629439242948,0.0,Other White,21692.348134961576
183.12278253646332,83.8793467222139,0.0,Irish,33991.4197413052
173.11494886959184,75.70682753742098,0.0,Irish,12944.291760513483
175.45782161244284,83.28425117108785,0.0,Irish,23257.67686737299
176.56317773321356,88.27591934793607,0.0,Irish,45351.95911204163
182.7240146040426,96.10951944605641,0.0,Irish,29630.551311285784
176.16288347024818,102.4037948936678,0.0,Irish,52505.34168269173
180.9451798805611,81.11654122440669,0.0,Irish,34940.280375857925
177.76426718774496,94.70976531881301,0.0,Irish,35882.52458795954
173.08730227443877,84.75543174294457,0.0,Irish,136849.09001525425
176.76121619579746,109.9518777631539,0.0,Irish,41075.69543796717
172.34720234382456,88.71276455374297,0.0,Irish,25071.101630169294
179.04560490108824,94.22126970408614,0.0,Unspecified,44799.12125836196
171.13293640704055,79.83837846862167,0.0,Irish,8785.661745125442
171.3497394149333,81.09310535700556,0.0,Irish,15713.809869660088
189.1987327071368,91.21695300870638,0.0,Irish,48689.60585691471
178.6277104578626,85.35945549503873,0.0,Other White,41389.67365566883
178.6226858216957,92.73288592570542,0.0,Irish,103607.15714487393
182.58075493942334,73.58175880714259,0.0,Irish,22258.361815307017
176.0540009821579,95.82004970148938,0.0,Other White,5103.450760322194
177.4002524276529,80.20519642220266,0.0,Irish,154391.5104418482
181.97604114732337,106.42423396366296,0.0,Irish travelers,65702.53646881461
180.9769108957108,86.31532757932027,0.0,Irish,7640.838033520721
170.88492291147298,100.17265036885962,0.0,Other White,87188.14684389808
184.83339817668764,75.2501667713698,0.0,Irish,22751.874094787352
174.8669553969767,93.48946244514892,0.0,Irish,3590.587905653034
171.6074473478007,80.31970349205413,0.0,Irish,14467.298109313342
172.69667451000663,84.33110931314067,0.0,Irish,13241.30203947964
176.26618258951274,89.44596382191251,0.0,Irish,108103.90860938403
190.39110178236146,86.02925033065378,0.0,Irish,9975.938320783423
170.77124866555454,91.84255625146483,0.0,Asian,17092.288222377123
180.1205312477404,96.67655428806206,0.0,Irish,16701.255799535524
164.03522949336596,95.72782139089857,0.0,Other White,15078.531211083231
178.9890314679836,88.32518517106543,0.0,Irish,8830.138149692288
185.29696492233205,75.5656949001565,0.0,Irish,27421.61661868911
177.34335674556982,81.15353893491171,0.0,Irish,64653.96072342619
174.59451553281662,87.24243791522235,0.0,Irish,41108.806646634606
180.62057744840976,67.98174027398015,0.0,Unspecified,8712.385247302229
183.90106225805457,96.7208058922078,0.0,Irish,6975.6740697067125
183.64560299712184,86.80361807670974,0.0,Irish,24809.29235188697
192.80731697750855,86.68680701393114,0.0,Irish,10866.281533718056
180.46417230635393,98.68376210637088,0.0,Other White,11729.172002696987
174.85312930172947,95.87910506249422,0.0,Other White,4106.414002493663
178.1181456700935,91.41000966322518,0.0,Irish,154893.27381413514
178.49251018066133,79.18666412766538,0.0,Irish,55084.252323519184
179.76116168434683,92.30421576286406,0.0,other,8317.297556180483
178.78980530739395,92.66177538556727,0.0,Irish,54622.99717813482
180.21776157227342,80.35226666232757,0.0,Irish,84329.50694551437
167.30404957569422,99.63311845195422,0.0,Other White,2019.1797636314886
184.8074026922803,94.27887182206582,0.0,Irish,12721.582180721267
174.97682511755278,69.50375633483769,0.0,Irish,14943.426481292854
170.78788912487082,90.41949449670295,0.0,Asian,42119.01036412361
183.46425811749006,76.5530200602646,0.0,Black,19507.11554428747
188.2212820517026,100.56315148256864,0.0,Irish,17493.22013780009
182.4511970464961,97.27027957542583,0.0,Other White,20777.555299403626
180.12811519691863,78.16409249936659,0.0,Irish,140551.00233692845
172.47445786239632,80.35127300352445,0.0,Irish,190990.78690750556
199.1009713646945,90.2185328474395,0.0,Irish,13032.135699071052
185.16181034463057,86.81189181841508,0.0,Irish,8723.327226072963
171.02493730759917,104.4520308017327,0.0,Irish,325316.2767684372
173.54253458632178,96.60973817179178,0.0,Irish,8268.8884113016
